Sentiment,textOriginal
2,"EVTOL is Electric Vertical Take Off and Landing. Vertical, not Vehicle since technically, they called an eVTOL vehicle.
in short:
eVTOL is a Electric Vertical Take Off and Landing vehicle
vs.
eVTOL is a Electric Vehicle Take Off and Landing vehicle.
Like ATM machine is dumb: Automated Teller Machine machine?"
0,Watching this I’m not sure what to believe and what not too !! I’m not as easily convinced as most people !! lol
2,And how do they deal with rain? Big time
2,I'm curious to see how the fast food industry deals with these flying cars. LOL
1,I've been living under a rock for 12 years. This excites me. Good job friend.
0,"People cant even driver cars on the road properly, would hate to put them in the sky and from what we have seen from Tesla in terms of autonomous operation?"
0,Non of these vehicles are going change anything. Electrical powered vehicles are not practical.
2,"When I was kid in 1970 ""s I was told then that flying cars would be arriving soon , right , big problem with electric flying the battery are not energy dense enough for it to be practical"
2,I’m the 34th comment
2,Looks like something out of Star Trek
2,The Volkswagen thing is ripping off Southpark big time.
2,"These all look pretty rickety,,they need to be thiccer,,and all the engines are from the 1930s"
1,This is the beauty of technology but let us not abuse it
0,"If any of these make it, it won't be for long as antigravity vehicles will soon be the norm. I believe there are some here that are wasting their money.There isn't such a thing as an electric engine. If"
2,"They can keep this lot, i want my feet firmly on the ground"
2,"“Can you imagine what people from ancient times would think…
It’s been done. 
Explorers with a pontoon plane landed on the Amazon River near an uncontacted tribe. 
They took their Chief up in the plane to impress him, they flew over the treetops and buzzed his village. 
When they landed they asked the chief what he thought of their ability to fly.
His response was, “Humph, bugs do it.”"
0,"@ Evangelist 
It’s to late, just look at what has happen already. Cell phones, have caused many wrecks, deaths and other bad stuff.  The computers, identify theft, hackers, holding business being held up."
2,"4:03:  Volkswagen, which in German, not English, mean's People's Car"
0,"Yet another venture Blackrock has their dirty little fingers in. Shocker! The first time one of these contraptions takes a nose dive with people inside, that’ll be it. 😂🇺🇸🧂"
2,"In the not so distant future aircraft won't have wings in the traditional sense, no propellers, no jet thrust, the people in the future will see this as archaic. We are very primitive, it's early in human evolution in geologic time, we think we're advanced, we build machines to kill each other more efficiently, not very advanced. UGH🧔"
2,EVTOL actually stands for Electric Vertical Take Off and Landing.
2,"Just F. Y. I. lad, check the ""V"" in VTOL,  I think you'll find it stands for ""vertical"" NOT ""vehicle"". 😉"
0,“UNVEELED”????!!!! Don’t you mean UNVEILED?? Sloppy pronunciation!! Absolutely ZERO excuse for such lazy work…🙄
1,"🐼 Big Panda Bear Hugs from a 69 yr old grandma in Texas, USA. 🐼 ❤ 🎀 👍 🧚‍♂ 🐈"
1,*lets appreciate how much effort he puts in his  videos!♥️*
0,The saddest thing for a small youtuber can feel is when you wake up in the morning and nothing has changed on your channel
1,Love u bro keep up the good work ♥️
1,"Awesome video, thank you!"
0,This upgrading technology will bring us to trouble one day.
2,"That statement at the very beginning, when you know full well the ancient Egyptians carved glyphs of a plane!"
1,Great video.  I enjoyed it immensely.
0,NUTS
2,Flying personal vehicles will never be legal you would never be able to police the sky
1,Looking great 👏👏👍👍🙏
1,"amigo.Wow,unusual video! =)"
2,Life is about falling – Living is about getting back up
1,Yay
2,im so early
2,Im rhe fust
2,"🚀 Get the complete course (zero to hero): https://bit.ly/3ahY7wv
👉 Subscribe for more TypeScript tutorials like this: https://goo.gl/6PYaGF"
2,Which VS code theme did you use for this lesson?
1,Thank you 
1,Thank you so much !
1,Fantastic course!
1,I used to be one of the people who don't understand coding and got lowest grade.
1,I wish every teacher that I have ever had to have been like Mosh.
1,Thanks
2,I really like this idea of progressively enabling compilation errors as you learn the language so you aren't prematurely thrown in the deep with cryptic compilation errors
1,Excellent video. Thanks
2,"Hmmm... I'm halve way through this vid and big part of it is how to ""brake"" TS rules."
2,hey mosh can u please tell your vscode theme currently u r using
1,Good and quick typescript tutorial. Just what I needed!
1,you are university 😃💌
1,Patient teaching wins the race! Thanks!!
1,There is code completion with regular javascript. Just an FYI.
2,is your video made for kids? yes or no?
2,14:14 Just go to the next comment plz
2,"my Run & Debug is not showing create json file? what is wrong?
At first it showed but json was not load so I had to write shell command ""code""."
2,"cannot redeclare block scoped variable  age ,  ERROR,  how it s working at you ?  tsc 4.8.4"
2,Sir could you please let me know which theme are you using?
1,Thanks!
2,Hello Mosh. What is this icon in your vscode who looks like monitor?
2,"Odd... the debugging tutorial I did EXACTLY, and the conditional is not met, and age remains 20 when ran.
Reports the preLaunchTask exit code 127.  Everything is identical how you have it."
2,Does anyone face issue in 'Debugging TypeScript Applications'??
2,"I've not been able to install typescript on my Macbook. It just stops at ""password"", and nothing else. 😑"
2,"actually, there is type checking in JavaScript by default. People just don't use it ( /** @type { *type* } @param { *type* } *param* @returns { * type* } */ etc. )"
2,"Issue: ""let age: number = 20;"" compiles to ""var age = 20;"" after which we have double-definition in the workspace and VS Code complains ""Cannot redeclare block-scoped variable 'age'. (ts2451)"". It shouldn't stop us from learning ;)"
1,"Excellent guide, better than wasting many weeks trying to read many pages from boring Web; thank you!
Just a quick note, saying that ""each JavaScript program is a valid TypeScript program"" is same as saying ""each bytecode program run in JVM can be decompiled to Java, as well as Scala, Kotlin, etc"".
Compare with Scala.js, similarly to TypeScript, it is Programming Language with Compiler, and compiler converts code from one language to another (ECMAScript 2015 for example). But ECMAScript is neither Scala nor TypeScript"
2,does anyone know which terminal extension he is using?
0,"bro, please keep your mic still, the volume of your mic varies from not being able to hear what you are saying, to almost loud"
2,what is your theme in vs code?
1,"Hey Mosh! What VSCode theme are you using?

Great tutorial btw.!"
2,Does anybody have TypeScript for React course to recommend that is not outdated?
1,I would love to study from this course but could content be outdated since it was made in May?
2,What vscode theme are you using?
1,"great course,
You Mosh great speaker, i love you speech and your great english and you skills also"
2,I think Mosh got the Union and Intersection types in this video the other way around. May be I am wrong but I thought it is important enough to point it out.
2,Which Vs code theme are you using ?
1,"Hi Mosh,
Thanks for creating yet another insightful and easy to understand video tutorial. I am an old subscriber and student of yours. I really loved your javascript course so I bought the node course as well. Just one thing lately since the start of Mongodb modelling lesson the syntax used are outdated and some other parts are outdated as well. It's a humble request to kindly keep on updating your courses so that it helps your students to keep on learning and subscribing to all the upcoming courses."
1,"{
  ""name"": ""tssandbox"",
  ""version"": ""1.0.0"",
  ""description"": ""Nice work with mosh"",
  ""main"": ""index.js"",
  ""scripts"": {
    ""compile"": ""tsc --watch"",
    ""exec"": ""node dist/index.js""
  },
  ""author"": ""Ihtesham"",
  ""license"": ""ISC""
}

npm run compile, npm run exec will make it easier to work with the video.."
1,"Mosh just gave me hope that understanding programming is not as difficult as I thought. Thank you, Mosh."
2,which terminal you are using?
2,"I'm getting an ""error TS5058: The specified path does not exist: c:UsersabdcDesktopMoshhello-worldtsconfig.json"". All of the back slashes are missing.  This is right after the ""preLaunchTask"": ""tsc: build - tsconfig.json"" step where we click on the ""Launch Program"" button. Any help would be much appreciated."
1,I love coding. There's always ways to improve and learn that I just can't get enough of.
1,Your English is so good too
1,Mosh is the man!
1,pro
1,"Wow, you are legend of teaching"
1,I've been using Typescript for around 9 years (it was just under a year old back then and even then was friggin awesome!) and it's always very strange to go back to plain old Javascript. It always feels like something's missing!
1,"Sir, Mosh I am in love with your way of presenting anything. Please tell me how do you made videos like smooth transition. They burst my stress. 😥😥"
2,The push error not yet solved - Aug25-2022
2,isnt optional chaining available in javascript?
2,"Hi, Mosh, in the past when I had asked for advice because I was learning 2 programming languages at the same time (Python / JavaScript). You gave me wonderful advice on how I should go with Python because it was easy and intuitive. I took your advice and learned the fundamentals of programming using Python which sky rocked my learning versus learning 2 languages at the same time. Once I got the fundamentals down learning Python, I jumped onto JavaScript for Web Development and learning JavaScript was a lot easier to pick up than it was previously. Now I have a question?
If I am kind of comfortable with JavaScript where I made some small projects, and I am at the stage where I finished with High Order Array functions, and I am learning now Async Await. After I am done learning this, would you recommend I learn TypeScript afterwards?  Or should I wait a bit longer? It seems TypeScript is for more experienced developers, and I am not. Would love to hear your advice, thank you so much on previous answers."
1,Thank you !!
1,Nice kick start... :)
2,"To be notified of my concerts, visit my website: https://www.thebasicsofmusic.com/pages/concerts
Download my sheet music: https://www.thebasicsofmusic.com/collections/all
Watch the full version of this remix: https://youtu.be/ZbBybGKiU0c"
0,So many mask wankers.
0,This is a crime against both Beethoven and dubstep.
1,"Damn, dude .... I'm sure some purists are clutching their pearls right now but you brought classical music to a younger generation in a way they can relate to it. I strongly believe every artist should add their own interpretation to the pieces they play. 🙌👏🤘👍"
1,This brought tears to my eyes. No words in this...just music...and soul...
0,"The remix, the art of the untalented."
2,???????? Wasn’t this done already on Britains Got Talent ??? 🤣 but I guess. 💯
1,Breathtakingly brilliant!
0,Look at all those masked lemmings...so sad.
1,"LOL there's no such thing as ""oh you messed it up"" in music - to me.  I play ""How Great Thou Art"" (my FAVORITE worship of all time) in ""normal"" form as well as a much more jazzed form that just is awesome - and BOTH are still ""worship"".  NOONE can tell me that if Chopin, Beethoven, Bach etc had the same electronic capabilities that we have that they would NOT have added them!  They absolutely would - after all - their ""additional voices"" were what we call ""an orchestra"" :)

Awesome :)"
1,OMG chills. Thank you
1,"""Excellent"" doesn't even come close to what this pianist just showed us. Just beautiful!"
1,Music is an art. All artists reflect their times. All artists reference other artists to some extent.  This is magnificent.
1,Beautiful!
1,"Quite honestly, there are no words. I subscribed!👍👍👍"
1,This is absolutely incredible.
0,Nope. Guetta or Garrix would have done a better job.
1,goosebumps 👏🏽👏🏽
1,"❤ Pianos are beautiful, and more so are people! I have played the piano for ten years and sort of feel like we are connected in soul. For literally all of my life I have had an animistic mind."
1,fantastic !!!
2,The old dude couldn't handle it (5:45)
1,"Love love love love love love love this, Lionel Yu!"
1,Beautiful ending 😢
2,fam i was watching it AT 1.5X till the end and didnt realise. WTF!!!!!!
0,It's difficult to tell if the audience is shocked or not with those cloth face diapers on..
1,BRO LEGIT HAS MUSIC BACKING UP HIS MUSIC AAAAH
1,amazing!!
1,"Chills, excitement, and yes...SPECTACULAR!! 😮"
1,Spectacular! I do appreciate the innovation… waiting for other classical pieces “remastered “!!
1,"HOLY SHIT - I just love this!!!! Tahnk you, thank you so fuckin much - you´re amazing!!!"
0,It is like people splashed tomato soup onto Van Gogh's painting.
1,Incredible!
0,He turned music into noise..
1,I'm so in love!!!!!  Best rendition of this and I think Beethoven would LOVE it!  I just ordered your sheet music. Can't wait.
2,If I didn't listen to my friend when I was 12 he talked me out of piano cos it was the early 90s and NOONE plays piano anymore. Errr. I would have 30+ years playing. I'm 47 and have 2 years practice approximately 1 to 5 hours 5 to 7 days a week if not everyday.
0,WEAR YOUR MASKS; EVERYONE 🤪🫠
1,soooo............          Thank you ... That Was FUN  :D
1,WOW!!! AMAZING!!!
0,Damn masks...sheep
1,This man has literally created a new genre of classical music.
1,wonderful
0,boy this is junk.  The scolling phone screens are just inane.
1,This makes my neurodivergent brain SO happy.
1,"You can't play piano or any other musical instrument or for that matter sing, without putting your heart and soul into it as this young man is doing."
1,one word ....EPIC
0,Awful max
1,One of the first more difficult pieces I taught myself to play was the first movement of Moonlight Sonata. I absolutely loved the piece and I still do today and play it quite regularly even after all these years. That being said… this was so amazing!!! ❤ To hear Moonlight Sonata played like this gave me a totally different feel for it! And throwing Chopin into the mix? I thought it was wonderful! I also play some of his pieces as well and I think his work and Beethoven’s actually compliment one another’s nicely! This seemed like such an amazing concert that video doesn’t do justice. I may have to come experience it for myself 😊
0,This would be more stupendous if you take out the gaudy comments - the performance is ENOUGH- the comments lower the caliber of this video! Please!
1,Absolutely breathtaking!
1,Bravo 👏
1,"Interesting interpretation.  I wonder how Beethoven would have reacted. 
Not that it's a bad rendition.  In fact it's genius. I'm just used to the original."
1,Epic
1,Spectacular!!!
1,and never missed a single note. wow
1,"i really enjoy the mixture of electronic music with live instruments. one without the other is good, but there's so much magic that happens when the best of both are put together. this isn't my favorite realization of that mixture, but it is a a pretty good example of how the electronic music sounds better to me with a live instrument added."
1,"I thoroughly enjoyed this version of the sonata.  More power to those who take it upon themselves to interpret music their own, special way.  Kudos!!"
1,We stand on the shoulders of giants. So we may become giants ourselves.
2,"During piano concerts, why is the pianist always facing right?"
0,"That time when the world was ending, the cows first stocked up on toilet paper, then wore masks as they were told, following up by getting in line for an experimental shot...and boosters 🤣"
0,"Dear Lord! A little more Beethoven a little less you, perhaps?"
1,4:26 woohoo
1,Fabulous!
2,"Crowd asks if he plays piano but this man said, ""Nah, I am piano."""
1,You play well but I disagree …
1,It sounds beautiful.
1,Bad ass...making it fun!
1,Wonderful
1,Aiiiieeeeee!!!! My brain is happy!
1,Wow.. very moving
0,There is a fine line between creativity and destruction.
1,Beautiful
1,"Not going to lie, I was actually looking for careless whisper remix... but I do love a good moonlight"
1,Spectacular
1,"SPECTACULAR! I think perhaps Beethoven would actually have enjoyed that 🤷🏻‍♀️😅
Honestly, this was incredible. You played with your soul, I think."
1,LOVE Beethoven.  This performance is WOW WOW!!!!!!!!!
1,This is the most exciting and intense version of this masterpiece. A true virtuoso
1,I absolutely enjoyed every note you played!!!  It was awesome!!!
1,"Don't assume what Beethoven would say or think. He once said ""if you're not going to play my music as written, don't even bother playing it."" Having said that, great job. 👏👏👏👏👏"
1,wow
1,Spectacular!!!!😁
1,It’s not sacrilegious because it’s not the Moonlight. I liked it.
1,EPIC
0,Lost me with the whole mask movement. You're face diaper doesn't help.
2,Tokyo from Britain's got Talent did this as well. Several years ago.😊
1,Ohh I want to experience in person. . Hopefully it will be.  Humble kind to you
2,Get your ass*&^ off your seats!
1,"Spectacular, for sure"
1,"Sacrilegious? I bet if Beethoven was watching from somewhere, he would say: that's my man :)"
1,It’s an interpretation and a very good one too. If it moves you or brings you joy then it’s achieved what music is meant to do.
1,Definitely spectacular
1,Beethoven would have approved for sure.  Nice performance
0,"this is hot garbage, unlistenable at best. I love Beethoven and Dubstep even more, but the two go together like nuts and gum."
0,Talented but not keen on this... sorry.  Back to Baremboim.
1,Spectacular!!!!
1,Spectacular! Phenomenal! And very entertaining! 🎉
1,"Well, that was pretty awesome."
0,It sucks.
1,Bravo my friend that was amazing
1,That was the illest shit I've ever witnesses bravo 👏
2,That PA system got to use freqnecies it never thought it would get to
1,"Beethoven would have done the same. He didn't give a flying hoot. Great job. Dubstep is horrible, but this is awesome"
1,Courage
1,"My effing SOUL transcended. I am so grateful to have found this, subscribed and notified and everything!"
2,Spectacular!!
1,That is fire🔥  i dont comment on videos but maaaan oo maaan this is amazing.
1,That is fire🔥  i dont comment on videos but maaaan oo maaan this is amazing.
1,Breathtaking! Sublime.
0,no shock no dubstep - shitty clickbait
0,Vulgar trash. Suits perfectly the expected intelligence and taste of a muzzled audience.
1,Brilliant
1,Fun!!!
1,Beautiful! Thank you.
1,"Amazing pianist, my only criticism is that it needed a bit more dubstep....."
1,I am filled with awe!
1,The best thing I've ever heard! So inspirational! Thank you...please keep going!
1,"It doesn't matter if it's sacrilegious or not. Its creation, and it shouldn't be hindered. This is incredible and music needs visionaries like this. Bravo."
1,your the piano Lionel Messi XD
2,"This is next level outta this world, Beethoven and Chopin both being risen from the dead from this innovative, unique piece of amazingness!!!!!!!!!!!"
2,"While he is a suburb player, i prefer that song played as written.  He missed crucial parts that give this sonata the terrible haunting beauty that made it famous for all time.  This is a different song altogether."
1,Wow! Just amazing!! What a genius!
0,Look at all the stupid people wearing masks 😂😂😂
1,Absolutely incredible!
1,Cutest chat
1,How are they not out of their seats. SH1T audience
1,Whoever that says this performance is sacrilegious is either living in the past or just ouright crazy. Amazing performance. Wouldn't expect less from THE Lionel Yu.
1,What a lovely reimagining or reinvention - variations if you will.
1,Spectacular no cap😂
1,"That was a stunning, hypnotic performance. Wow! Thanks so very much for the post."
2,I feel like my DNA was upgraded just by listening to this. Glorious and Spectacular!!! 💕💎💕
1,futuristic...
1,Took my breath away.
1,Respekt!!!👏
0,Overall the “technical masterpiece” overwhelmingly becomes too noisy for me.
1,Spectacular!!!!
1,"A bit sacrilegious, but really good."
2,I think Beethoven and Chopin would appreciate this greatly given they were musical visionaries of their era. Nothing different here with this...merely an evolution of something that started off as epic.
1,"Clap, clap, clap, clap...standing Ovation!!!!!"
1,BRAVO!!!! well done!!!!
1,WOW!! INCREDIBLE!
1,Most exciting version I’ve ever heard. Amazing.
1,damn good i f ing love it
1,"1) so beautiful :) no more words needed...  2) Strange that people nowadys say but Beethoven, Chopin, Liszt played it that way, so it has to be that way... First, who was there to listen to them? Did they really played it the all the way we think today they did? Secondly, if these guys were playing mainstream back in time, no one would remember them. THEY were exactly the people who went off the lines to create something new, so why should you be afraid of doing it?"
1,I thought it was beautiful! Thank you.
1,Great raping music!
1,"My gee... This gave me chills... Your talent is SUPERB dude, congratulations!"
1,Spectacular!!! It made me emotional! 👏🏼👏🏼👏🏼👏🏼👏🏼
1,After 200 years people around the world are still talking about Beethoven and how to interpret his music. His genius will never die.
1,Incredible and beautiful
1,"The evolution is so exiting juxtaposed to replaying the past. Although lovely, can be quite stale, This is life!"
1,Creativity is the essence of art.  You just extended the beauty of a classic to new heights.  Congratulations
1,"Waaaaaaaaaaaaaaaaaaaaaaaat th 
Hek"
1,"Jesus, Can tell when someone has definitely been classically trained.
That was f#cken epic!!!!!!!

P.S. only made it to level 3 in theory, and thought yeah nah, I'll use my ears instead lol"
1,That's was a 10
0,"The Kennedy Center has notoriously bad micking and acoustics. Sadly, it ruined your amazing performance for me."
1,Spectacular!!!
1,Ally good — the moon must have been visible between storm clouds.  The B would have enjoyed this updating of his work.
1,Lovely <3
1,"Congratulations, friend. You've taken a classic and immortalized yourself with it."
1,Rocked me wow
1,It’s an interesting mashup! And perhaps this kind of thing will get youngsters interested in music. I loved it!
1,Spetacullar!!!!
1,O.   M.  G.
2,"Why does it need to be one,  or the other?!..."
0,way too fast
1,EPIC
1,the bookish will envy this
1,That was brilliant!
1,"Such talent.  I would love to hear what the original composers would have to say after hearing this.  At the very least I think they would admire the skill involved.  Id be willing to bet they would love it.  Afterall they were music lovers right, and this was just beautiful."
1,Sacred and Sacrafice ! Gift from God is never sacrilege.
1,Chills. Ty!
2,I had my very first piano lesson yesterday... 19/10/2022. I am 52. And then I see this...
1,"You are amazing musician! I'm not if everyone knew what they were listening too. Were they really hearing the amazing and talent of you? My son is a musician and plays the Baritone, Euphonium, trombone hoping one day he plays in a symphony.. Thank you for sharing your talent and beautiful arrangement."
1,Absolutely Astonishing
1,Spectacular!
1,"Too late for me to comment.
However,  it's a growing piece. Energetic. Soul moving. Appreciate very much."
1,Excellent “interpretation”!
1,Epic!
2,oooohhheeeee 🤘
1,"Was this audience alive, no standing ovation just a do we have to clap?that was amazing, fantastic talent."
0,"This arrangement sucks. If what these performers want is to impress people and put on their own shows thinking they're doing something legitimate, just mix Liszt or Schumann with reggaeton and you're all set."
1,Awesome!
1,absolutely spectacular!!!!!
1,This is MAGNIFICENT.
1,Took my breath away. Wow
1,"""Sounds that Kennedy center has never heard.""

I hope people grasp the gravitas of that statement.
This is a big moment in cultural history.

I know some purists who'd consider this sacrilegious, profaning the genius of masters or whatever, but I see it the other way around. Music being the language of the soul, in my opinion, it seems sacrilegious to stifle creativity with the overbearing weight of tradition. After all, there's nothing stopping them from putting in the practice to play how _they_ want. Besides, a stagnant culture is a boring culture and this is certified dope."
1,"How did that audience not burst to their feet in applause at the end?????  If that performance doesn't move you, you're dead inside."
1,Cool
2,"This makes me look back at the day my cousin Liam had his post 3rd birthday celebration at Raging Bull and when I was thinking about Esmeralda, the girl from Sesame Street that I want to become friends with."
0,Enjoyed the performance immensely however the constant livestream pop ups were annoying and detract from the experience
1,Spectacular!
1,Truely beautiful. 🙏🏼
1,Ur amazing.  Dedication.  One word
2,You could almost make a fighting edit out of this! 😆 This was BEAUTIFUL 🤩
1,Breathtaking
1,this need's to be used in a videogame soundtrack
2,Can I have a copy of the sheet music please?
1,Very good. Hats off to Tokio for getting this type of music a chance all those years ago.
1,This was spectacular!!!!!!!
1,Sensory overload in progress.... this is frantically beautiful...
0,Why is the pianist not masked?
1,❤wow ❤
1,Wow
1,Bravo
1,I love it!!!! what a job you did Lionel Yu
1,blessed to see the beauty of some humans today.
0,made a meme out of a masterpiece..
1,Tremendously entertaining!!!
1,People actually calling this sacrilegious cannot sing one note on pitch
1,Talent. Reminds me of the  Bill and Ted scene where Beethoven plays piano in the mall.
1,Pleaaaase do a whole video on platypuses….platypi?
2,No Joe.. Your mom.
1,Brainificate is my new favorite word and Quantum entanglement is my favorite science.
2,"What about the concept that short-lived creatures perceive time more slowly than really long-lived ones who, in turn, perceive time as passing faster than say, us?
Is that possibly a thing, or did I just have a really weird dream/trip sometime?
As one gets older, years seem to take less and less time to pass, probably because each year represents less of a fraction of our accrued age, but does that mean that by the time a giant Galapagos tortoise gets to 150 the years are flying by?
Just wondering is all..."
2,10:25 many people report  seeing layers of distorted fields with psychedelic mushrooms. They allow Different parts of the brain to communicate directly that normally aren’t able to. Seems plausible to me that some of these distortions could be magnetic fields we do not normally see. We seem to have the “hardware” necessary. Would be interesting to learn if we can control/activate the cryptochromes within us.
1,The dogs smelling cancer. I love that. What good boys and girls.
1,Wow 🫀
2,Ask anyone who's fine elder care one cancer sniffer in a community could streamline the process. Transport ease and comfort would be maximized
2,Please do an episode about Cetomimidae! It’s so interesting that for one hundred years we thought these fish were all separate species. The deep ocean scares the frick out of me! What else do we not know?
2,"Dolphins can also reportedly detect some health conditions in humans by ultrasound-ing them. Makes sense, we have machines for the same purpose."
2,The beetles that orientates using the light of the Milky Way.
2,"We have a cement factory near us that makes a lot of lighter surface rumbles (nothing Earth shaking, but I often ""hear"" the machinery thru slight vibrations in my house more so than I actually hear what they are doing with my ears. It reminds me of a deaf family I knew who loved music and ""listened"" to it via the bass vibrations rather than the actual sound in the air."
2,And your mom🤣😂😭
2,Sometimes when I fish muddy water I observe that fish can still tell the difference between a lure and a worm. Even if the worm is dead and the lure has realistic motion.
2,I still have a very vivid memory of placing my ✋️ on a red hot electric coil stove top 🤯
2,Yo mom joke really caught me off guard
2,I knew dolphins were the most intelligent species of the universe and they are conducting experiments on humans
2,The obvious super-sense for me is the Mantis shrimp - which can not only see far more colors than we can - but it can also see the plane of polarization of light.
0,"Yeah, but can dolphins tell by body language if a customer is ordering take out or dine in? We can"
1,"Your mom joke was delivered so
Well. 😂"
2,You missed magnetoreception.
1,Wow your channel has done well
2,"Human use sounds to transmit the picture of what they have seen too, not just dolphins. It is called language not telepathy"
2,THE DOG COUNCIL HAS DETECTED YOUR CANCER
1,"but we kind of do hear sound waves that we then transform into images and concepts in our brain. you say elephant, i see an elephant. great video!"
0,"hey, i love your videos, but i think it is important to think critically about the things you say in the sponsor segments. these VPN providers claim to help in security, but VPNs dont protect from malware or ""hackers"". they only make it appear that you access the internet from somewhere else. they provide great value if you want to access geolocked content, but thats about it. the new wave of VPN providers advertise their services as something they are not and it is important to call that out. if you want more details, the channel LiveOverflow made a great introductory video about this topic, where he also explains why ""hiding your IP"" is not relevant to security for the target audience of these VPN ads.
NORD may bundle their VPN service with AV add-ons and that is really cool to see, but the ongoing confusion between VPNs and actual security related stuff is exploiting consumers and this needs to stop. consumers need to be able to make purchase decisions based on facts. there are now people who pay for a service, thinking they are protected against things that arent actually covered by the product they pay for."
2,"Catfish getting a taste for humans or other mammals isn’t that unheard of.

Wels catfish (also known as sheatfish) can grow to over 3m (9.8ft) in length and while they mostly eat smaller aquatic animals, they sometimes also ducks, mice, rats and even small dogs. And there are many reports of them getting close to and trying to bite small children that were swimming around, however they don’t succeed because small kids usually are in very shallow waters and have the human instinct of freaking out and leaving the water when a big fish gets too close.
But drowning victims having marks that indicate that catfish ate a part of them isn’t unheard of.

When my dad was a child he and others from his area used to go swimming in a lake that was stocked with fish for fishing and apparently one of the Wels catfish got so big, that the owners of the lake closed it down and had divers with harpoons go after the Wels because it ate a dog and people were getting afraid that it might go for one of the swimming kids."
2,"Cat balance, hearing, entitlement."
1,"Aw, you were an orphan?"
2,Or a knee trembler...
2,Most mammals have a ‘mute button’ muscle to protect from loud noises. It's located in the middle ear where the hearing bones are situated and not the inner ear as mentioned. In humans it is one of the smallest muscles we have.
1,I absolutely love this channel. I've been watching for years and you never fail to come up interesting and entertaining videos.
2,I learned not to put your thumb directly on a red hot car lighter the hard way.
2,"Whiskers help cats “see” things that lie right under their noses, by constantly sending information to the brain. As a cat approaches something in his path, he stirs up air currents that bounce back when they hit solid objects. Whiskers detect very faint vibrations caused by these changes in air currents and act like radar detectors."
2,"catfish's last taste, sweaty human catching it.
fun?"
2,Seaquest.  Already done bro.
2,"They’re not telewhatevering…  They’re just massaging each other’s grey matter like a sonicare.  Yep.  No, OTHER grey matter Joe!  😊"
1,Serial killer dating app. Love it.
1,I like The Bloodhound Gang reference
2,"The "" quantum robin "" is actually a thing."
2,"then there is the earthquake thing, we don't even know which sense animal are using"
2,"Fun fact, I once ate something too spicy and tried to neutralize it with mints... I now know what Hellfire tastes like"
2,"When you said our eyes might be capable of seeing magnetic fields, I immediately thought Neuralink will help make use of that 🤩"
1,"""Your Mom"" I love this guys humor"
2,It's crazy that Charlie Day makes all these great science videos.  His character on the show is so different.
1,"The “your mom” joke is 100% they type of adolescent, immature type of joke that makes me happy I subscribed 😂"
0,"Porn music back track sounds are distracting. I give credit for your effort at turning turning it off half of the time. My request: totally stop annoying porn music back track sounds 100% of the time (then we'll all have a more enjoyable experience from your videos, well; except for a few weirdos that like that kind of stuff)."
1,"""...yer mom."" Well played, sir. Well played. 

Gah head. Judge me for actually laughing at that ""mom"" joke."
2,"You could probably do an entire video on the animals that can see into all the different spectrums of color. UV to Infrared to all
The extra shades of color that we literally cannot see. Check out the Mantis shrimp."
2,Your mom...
1,LMAO your mom im dying
2,Translating dolphin clicks? SeaQuest!!! 🐬
2,I+A2:B54'm sure you could mentioned electric eels
2,Joe you should look into PNS peripheral nerve stimulation in the human eye. It happened to me during an MRI! It was wild. I hesitated to ask the technician about it for fear they'd think I was doing drugs. He said it was because of the high magnetic field and a few people have reported it to him too but it wasn't common.
2,"Our old dog had liver cancer for a year before she died.  Whenever we went to a park, many of the dogs wanted to sniff her butt, even more than other dogs.  There's something about cancer that makes them want to investigate further.  Maybe they perceive it as another life form living inside another's body?"
1,Suuuuuper cute and funny!!!
2,"This is genuine...
The teacher asked my son to name 3 vegetables beginning with the letter B.
He answered...
Botato 
Bomato
Basghetti"
1,kids are genious. just discover and guide them... 😊
1,OMG! Best laugh all week. Classic! 😂
1,Hahaha 😂
2,"Eh, what school system is this? Not mocking, or anything, but I'm guessing us...."
2,I dont get 5:30...?
0,Most look fake - the Soviet union one from a kid with that handwriting? Really? Good laughs but I call out a lot of fakery going on here.
1,"Hahahahahahahahahaha! Hilarious, cute, and VERY SENSIBLE ON MOST PARTS!!!! HAHAHAHAHAHAHAHAHA! On one side it shows the children becoming more observant and mature for their age -- And, at the other side, it also shows how majority of the so called ""Teachers"" are so stagnated with facts and figures that they can't even apply the simplest of commonsense and have some humour, their closed mindedness is their curse."
1,"If it means I become more like these teachers, no thanks, I'll keep the stains... Did He who made the lamb make thee?"
0,"All very amusing, and in most cases the answers given were totally correct, if not what was wanted.
however, I am concerned at one trend in all answers, and for which teachers are to blame. Its the Shocking standard of writing English."
1,That was a freakin' riot!!! 🤪  kids have a way of cutting thru all the bs.
2,Godzilla 😂🏆
2,"Some realy smart kids robbed of their points… some teachers, eh"
1,2:03 Hahahahahahahaha
2,"Two stories. A friends child comes home saying can she use the internet she has a project from her teacher. Yes friend says, what's it on? Beavers. Let me give you some help dear. 
Son had the same, with Cho Cho [Also called Chayote]. Cho cho is Jamaican slang for lady parts. So again not the thing to give kids with the net as a project."
2,"6:54 really, the answer at the top should be the one to be focused..."
